Codigo,clave,descripcion
42940,MACI-1633,"Malla ciclónica, calibre 11, abertura 63 x 63, 1.75 x 20 m"
42941,MACI-1634,"Malla ciclónica, calibre 11, abertura 63 x 63, 2 x 20 m"
42942,MACI-1690,"Malla ciclónica, calibre 11, abertura 69 x 69, 1 x 20 m"
42943,MACI-1691,"Malla ciclónica, calibre 11, abertura 69 x 69, 1.25 x 20 m"
42944,MACI-1692,"Malla ciclónica, calibre 11, abertura 69 x 69, 1.50 x 20 m"
42945,MACI-1693,"Malla ciclónica, calibre 11, abertura 69 x 69, 1.75 x 20 m"
42946,MACI-1694,"Malla ciclónica, calibre 11, abertura 69 x 69, 2 x 20 m"
42947,MACI-2550,"Malla ciclónica, calibre 12.5, abertura 55 x 55, 1 x 20 m"
42948,MACI-2551,"Malla ciclónica, calibre 12.5, abertura 55 x 55, 1.25 x 20 m"
42949,MACI-2552,"Malla ciclónica, calibre 12.5, abertura 55 x 55, 1.50 x 20 m"
42950,MACI-2553,"Malla ciclónica, calibre 12.5, abertura 55 x 55, 1.75 x 20 m"
42951,MACI-2554,"Malla ciclónica, calibre 12.5, abertura 55 x 55, 2 x 20 m"
42952,MACI-2630,"Malla ciclónica, calibre 12.5, abertura 63 x 63, 1 x 20 m"
42953,MACI-2631,"Malla ciclónica, calibre 12.5, abertura 63 x 63, 1.25 x 20 m"
42954,MACI-2632,"Malla ciclónica, calibre 12.5, abertura 63 x 63, 1.50 x 20 m"
42955,MACI-2633,"Malla ciclónica, calibre 12.5, abertura 63 x 63, 1.75 x 20 m"
42956,MACI-2634,"Malla ciclónica, calibre 12.5, abertura 63 x 63, 2 x 20 m"
42957,MACI-2690,"Malla ciclónica, calibre 12.5, abertura 69 x 69, 1 x 20 m"
42958,MACI-2691,"Malla ciclónica, calibre 12.5, abertura 69 x 69, 1.25 x 20 m"
42959,MACI-2692,"Malla ciclónica, calibre 12.5, abertura 69 x 69, 1.50 x 20 m"
42960,MACI-2693,"Malla ciclónica, calibre 12.5, abertura 69 x 69, 1.75 x 20 m"
42961,MACI-2694,"Malla ciclónica, calibre 12.5, abertura 69 x 69, 2 x 20 m"
43003,CHR-70A,"Candado de hierro con coraza, 70 mm, llave anti-ganzúa"
43011,CV-TER10,"Termofusora 1000W para PPR con dados de 40, 50 y 63 mm"
43012,CV-D4,Dado para termofusora de 40 mm
43013,CV-D5,Dado para termofusora de 50 mm
43014,CV-D6,Dado para termofusora de 63 mm
43015,CEMA-42E,"Cerradura de embutir, acero inox, entrada principal"
43016,CEMA-41R,"Cerradura de embutir, acero inox, recámara"
43017,CEMA-41B,"Cerradura de embutir, acero inox, baño"
43020,CEP-12PJ,"Cerradura entrada, latón brillante, doble, pomo-jaladera"
43021,CEP-11PJ,"Cerradura, latón brillante, mariposa, pomo-jaladera"
43022,CEP-22PJ,"Cerradura entrada, latón antiguo, doble, pomo-jaladera"
43023,CEP-21PJ,"Cerradura, latón antiguo, mariposa, pomo-jaladera"
43024,CEP-32PJ,"Cerradura entrada, cromo mate, doble, pomo-jaladera"
43025,CEP-31PJ,"Cerradura, cromo mate, mariposa, pomo-jaladera"
43026,CEP-11JJ,"Cerradura entrada, latón brillante, mariposa, jaladera"
43027,CEP-21JJ,"Cerradura entrada, latón antiguo, mariposa, jaladera"
43028,CEP-31JJ,"Cerradura entrada, cromo mate, mariposa, jaladera"
43030,GUPO-100A,"Guardapolvo, 100 cm, aluminio"
43031,GUPO-100B,"Guardapolvo, 100 cm, blanco"
43032,GUPO-100D,"Guardapolvo, 100 cm, dorado"
43033,GUPO-100N,"Guardapolvo, 100 cm, negro"
43034,GUPO-120A,"Guardapolvo, 120 cm, aluminio"
43035,GUPO-120B,"Guardapolvo, 120 cm, blanco"
43036,GUPO-120D,"Guardapolvo, 120 cm, dorado"
43037,GUPO-120N,"Guardapolvo, 120 cm, negro"
43038,PVC-001,"Tubo hidráulico PVC, 1/2', cédula 40, 3 metros"
43039,PVC-002,"Tubo hidráulico PVC, 3/4', cédula 40, 3 metros"
43040,PVC-003,"Tubo hidráulico PVC, 1', cédula 40, 3 metros"
43050,CALE-11I,Calentador instantáneo de agua gas LP 11 litros 2 persona
43051,CALE-13I,Calentador instantáneo de agua gas LP 13 litros 2 persona
43068,CALLA-36,Caja para 36 llaves
43069,CALLA-60,Caja para 60 llaves
43074,CADI-20,"Caja de dinero, 20 cm"
43075,CADI-25,"Caja de dinero, 25 cm"
43076,CADI-30,"Caja de dinero, 30 cm"
43080,CASE-31,"Caja de seguridad electrónica, 31 cm, 12 litros"
43081,CASE-35,"Caja de seguridad electrónica, 35 cm, 21 litros"
43082,CASE-43,"Caja de seguridad electrónica, 43 cm, 30 litros"
43156,BIDI-95C,"Bisagra bidimensional, 95o, cobertura completa"
43157,BIDI-110C,"Bisagra bidimensional, 110o, cobertura completa"
43158,BIDI-95I,"Bisagra bidimensional, 95o, cobertura interna"
43159,BIDI-110I,"Bisagra bidimensional, 110o, cobertura interna"
43160,BIDI-95M,"Bisagra bidimensional, 95o, cobertura media"
43161,BIDI-110M,"Bisagra bidimensional, 110o, cobertura media"
43162,BIDI-135,"Bisagra bidimensional, 135o"
43163,BIDI-165C,"Bisagra bidimensional, 165o"
43164,BIDI-FF,"Bisagra bidimensional, brazo corto"
43180,BIP-151,"Bisagra de piso, de latón"
43181,BIP-153,"Bisagra de piso, de cromo"
43182,BID-301,"Bisagra doble acción 3', latón"
43183,BID-303,"Bisagra doble acción 3', cromo"
43184,BID-306,"Bisagra doble acción 3', negra"
43185,BR-100,"Bisagra rectangular 1', acero pulido"
43186,BR-150,"Bisagra rectangular 1-1/2', acero pulido"
43187,BR-200,"Bisagra rectangular 2', acero pulido"
43188,BR-250,"Bisagra rectangular 2-1/2', acero pulido"
43189,BR-300,"Bisagra rectangular 3', acero pulido"
43190,BR-350,"Bisagra rectangular 3-1/2', acero pulido"
43191,BR-400,"Bisagra rectangular 4', acero pulido"
43192,BR-101,"Bisagra rectangular 1', acero latón"
43193,BR-151,"Bisagra rectangular 1-1/2', acero latón"
43194,BR-201,"Bisagra rectangular 2', acero latón"
43195,BR-251,"Bisagra rectangular 2-1/2', acero latón"
43196,BR-301,"Bisagra rectangular 3', acero latón"
43197,BR-351,"Bisagra rectangular 3-1/2', acero latón"
43198,BR-401,"Bisagra rectangular 4', acero latón"
43199,BR-104,"Bisagra rectangular 1', acero inoxidable"
43200,BR-154,"Bisagra rectangular 1-1/2', acero inoxidable"
43201,BR-204,"Bisagra rectangular 2', acero inoxidable"
43202,BR-254,"Bisagra rectangular 2-1/2', acero inoxidable"
43203,BR-304,"Bisagra rectangular 3', acero inoxidable"
43204,BR-354,Bisagra rectangular de acero inoxidable de 3 1/2'
43205,BR-404,"Bisagra rectangular 4', acero inoxidable"
43206,BR-151B,"Bisagra rectangular 1-1/2',latón, blister con 2 pzas"
43207,BR-201B,"Bisagra rectangular 2', latón, blister con 2 pzas"
43208,BR-251B,"Bisagra rectangular 2-1/2', latón, blister con 2 pzas"
43209,BR-301B,"Bisagra rectangular 3', latón, blister con 2 pzas"
43210,BC-205R,"Bisagra cuadrada 2', latón, redonda"
43211,BC-255R,"Bisagra cuadrada 2-1/2', latón, redonda"
43212,BC-305R,"Bisagra cuadrada 3', latón, redonda"
43213,BC-355R,"Bisagra cuadrada 3-1/2', latón, redonda"
43214,BC-405R,"Bisagra cuadrada 4', latón, redonda"
43215,BC-205P,"Bisagra cuadrada 2', latón, plana"
43216,BC-255P,"Bisagra cuadrada 2-1/2', latón, plana"
43217,BC-305P,"Bisagra cuadrada 3', latón, plana"
43218,BC-355P,"Bisagra cuadrada 3-1/2', latón, plana"
43219,BC-405P,"Bisagra cuadrada 4', latón, plana"
43220,BC-204R,"Bisagra cuadrada 2', acero inoxidable, redonda"
43221,BC-254R,"Bisagra cuadrada 2-1/2', acero inoxidable, redonda"
43222,BC-304R,"Bisagra cuadrada 3', acero inoxidable, redonda"
43223,BC-354R,"Bisagra cuadrada 3-1/2', acero inoxidable, redonda"
43224,BC-404R,"Bisagra cuadrada 4', acero inoxidable, redonda"
43225,BC-204P,"Bisagra cuadrada 2', acero inoxidable, plana"
43226,BC-254P,"Bisagra cuadrada 2-1/2', acero inoxidable, plana"
43227,BC-304P,"Bisagra cuadrada 3', acero inoxidable, plana"
43228,BC-354P,"Bisagra cuadrada 3-1/2', acero inoxidable, plana"
43229,BC-404P,"Bisagra cuadrada 4', acero inoxidable, plana"
43230,BC-201R,"Bisagra cuadrada 2', latonado, redonda"
43231,BC-251R,"Bisagra cuadrada 2-1/2',latonado,redonda"
43232,BC-301R,"Bisagra cuadrada 3', latonado, redonda"
43233,BC-351R,"Bisagra cuadrada 3-1/2',latonado,redonda"
43234,BC-401R,"Bisagra cuadrada 4', latonado, redonda"
43235,BC-201P,"Bisagra cuadrada 2', latonado, plana"
43236,BC-251P,"Bisagra cuadrada 2-1/2', latonado, plana"
43237,BC-301P,"Bisagra cuadrada 3', latonado, plana"
43238,BC-351P,"Bisagra cuadrada 3-1/2',latonado, plana"
43239,BC-401P,"Bisagra cuadrada 4', latonado, plana"
43240,BC-301RB,"Bisagra cuadrada 3', latón, redonda ,blister con 2 pzas"
43241,BC-351RB,"Bisagra cuadrada 3-1/2', latón, redonda ,blister con 2 pzas"
43242,BC-301PB,"Bisagra cuadrada 3', latón, plana ,blister con 2 pzas"
43243,BC-351PB,"Bisagra cuadrada 3-1/2', latón, plana , blister con 2 pzas"
43244,BC-202R,"Bisagra cuadrada 2', antiguo, redonda"
43245,BC-252R,"Bisagra cuadrada 2-1/2', antiguo, redonda"
43246,BC-302R,"Bisagra cuadrada 3', antiguo, redonda"
43247,BC-352R,"Bisagra cuadrada 3-1/2', antiguo, redonda"
43248,BC-402R,"Bisagra cuadrada 4', antiguo, redonda"
43249,BC-202P,"Bisagra cuadrada 2', antiguo, plana"
43250,BC-252P,"Bisagra cuadrada 2-1/2', antiguo, plana"
43251,BC-302P,"Bisagra cuadrada 3', antiguo, plana"
43252,BC-352P,"Bisagra cuadrada 3-1/2', antiguo, plana"
43253,BC-402P,"Bisagra cuadrada 4', antiguo, plana"
43254,BC-203R,"Bisagra cuadrada 2', mate, redonda"
43255,BC-253R,"Bisagra cuadrada 2-1/2', mate, redonda"
43256,BC-303R,"Bisagra cuadrada 3', mate, redonda"
43257,BC-353R,"Bisagra cuadrada 3-1/2', mate, redonda"
43258,BC-403R,"Bisagra cuadrada 4', mate, redonda"
43259,BC-203P,"Bisagra cuadrada 2', mate, plana"
43260,BC-253P,"Bisagra cuadrada 2-1/2', mate, plana"
43261,BC-303P,"Bisagra cuadrada 3', mate, plana"
43262,BC-353P,"Bisagra cuadrada 3-1/2', mate, plana"
43263,BC-403P,"Bisagra cuadrada 4', mate, plana"
43270,COR-430,"Corredera de extensión total  45mm, para cajón, 30cm, 2pzas"
43271,COR-435,"Corredera de extensión total  45mm, para cajón, 35cm, 2pzas"
43272,COR-440,"Corredera de extensión total  45mm, para cajón, 40cm, 2pzas"
43273,COR-445,"Corredera de extensión total  45mm, para cajón, 45cm, 2pzas"
43274,COR-450,"Corredera de extensión total  45mm, para cajón, 50cm, 2pzas"
43275,COR-455,"Corredera de extensión total  45mm, para cajón, 55cm, 2pzas"
43276,COR-460,"Corredera de extensión total  45mm, para cajón, 60cm, 2pzas"
43277,COR-230,"Corredera embalada para cajón, apertura 3/4- 30 cm, 2 pzas"
43278,COR-235,"Corredera embalada para cajón, apertura 3/4- 35 cm, 2 pzas"
43279,COR-240,"Corredera embalada para cajón, apertura 3/4- 40 cm, 2 pzas"
43280,COR-245,"Corredera embalada para cajón, apertura 3/4- 45 cm, 2 pzas"
43281,COR-250,"Corredera embalada para cajón, apertura 3/4- 50 cm, 2 pzas"
43282,COR-255,"Corredera embalada para cajón, apertura 3/4- 55 cm, 2 pzas"
43283,COR-260,"Corredera embalada para cajón, apertura 3/4- 60 cm, 2 pzas"
43284,COR-330,"Corredera de extensión total  35mm, para cajón, 30cm, 2pzas"
43285,COR-335,"Corredera de extensión total  35mm, para cajón, 35cm, 2pzas"
43286,COR-340,"Corredera de extensión total  35mm, para cajón, 40cm, 2pzas"
43287,COR-345,"Corredera de extensión total  35mm, para cajón, 45cm, 2pzas"
43288,COR-350,"Corredera de extensión total  35mm, para cajón, 50cm, 2pzas"
43289,COR-355,"Corredera de extensión total  35mm, para cajón, 55cm, 2pzas"
43290,COR-360,"Corredera de extensión total  35mm, para cajón, 60cm, 2pzas"
43300,CL-40Q,"Candado latón, 40mm, llave de puntos"
43301,CL-50Q,"Candado latón, 50mm, llave de puntos"
43302,CL-60Q,"Candado latón, 60mm, llave de puntos"
43303,CL-40T,"Candado latón, 40mm, llave tubular"
43304,CL-50T,"Candado latón, 50mm, llave tubular"
43305,CL-60T,"Candado latón, 60mm, llave tubular"
43312,CHR-40A,"Candado de hierro con coraza, 40 mm, llave anti-ganzúa"
43313,CHR-50A,"Candado de hierro con coraza, 50 mm, llave anti-ganzúa"
43314,CHR-60A,"Candado de hierro con coraza, 60 mm, llave anti-ganzúa"
43315,CH-38,"Candado de hierro, 38mm"
43316,CH-45,"Candado de hierro, 45mm"
43317,CH-50,"Candado de hierro, 50mm"
43318,CHB-38,"Candado de hierro en blister, 38mm"
43319,CHB-45,"Candado de hierro en blister, 45mm"
43320,CHB-50,"Candado de hierro en blister, 50mm"
43321,CH-38X2,"Candado de hierro, 38mm, blister con 2 pzas"
43322,CH-45X2,"Candado de hierro, 45mm, blister con 2 pzas"
43323,CH-38L,"Candado de hierro, 38mm, largo"
43324,CH-45L,"Candado de hierro, 45mm, largo"
43325,CH-50L,"Candado de hierro, 50mm, largo"
43326,CHB-38L,"Candado de hierro, blister, 38mm, largo"
43327,CHB-45L,"Candado de hierro, blister, 45mm, largo"
43328,CHB-50L,"Candado de hierro, blister, 50mm, largo"
43329,CH-38LX2,"Candados de hierro, 38mm, largo, 2 piezas"
43330,CH-45LX2,"Candados de hierro, 45mm, largo, 2 piezas"
43333,CH-38X4,"Candados de hierro, 38mm, blister con 4 pzas"
43334,CAI-50A,"Candado de acero, máxima seguridad, 50 mm, llave anti-ganzúa"
43335,CAI-60A,"Candado de acero, máxima seguridad, 60 mm, llave anti-ganzúa"
43336,CA-65Q,"Candado acero, redondo, 65mm, puntos"
43337,CA-65LQ,"Candado redondo, 65mm, largo, puntos"
43338,CA-65X,"Candado acero, redondo, 65mm, tetra"
43339,CA-65LX,"Candado redondo, 65mm, largo, tetra"
43340,CHN-50A,"Candado hierro, 50 mm, llave anti-ganzúa"
43341,CHN-65A,"Candado hierro, 65 mm, llave anti-ganzúa"
43346,CL-20C,"Candado de latón, 20mm de combinación"
43347,CL-28C,"Candado de latón, 28mm de combinación"
43348,CL-40C,"Candado de latón, 40mm de combinación"
43350,CMA-3C,"Candado maletero, 3mm, combinación"
43351,CMA-4C,"Candado maletero, 4mm de combinación"
43352,COR-80Q,"Candado antipalanca 80mm, llave puntos"
43353,COR-75X,"Candado antipalanca, 75mm, llave tetra"
43354,COR-75Q,"Candado antipalanca, 75mm, llave puntos"
43355,COR-50,"Candado antipalanca, 50mm"
43356,COR-65,"Candado antipalanca, 65mm"
43357,COR-75,"Candado antipalanca, 75mm"
43358,COR-88,"Candado antipalanca, 88mm"
43365,CA-109Q,"Candado de acero, 109 mm, llave de puntos"
43366,CA-109LQ,"Candado de acero, 109 mm, grillete largo, llave de puntos"
43367,CMR-40,"Candado laminado, recubierto de plástico, 40 mm"
43368,CMR-50,"Candado laminado, recubierto de plástico, 50 mm"
43369,CANGA-100,"Candado para gancho con llave magnética, 100 piezas"
43370,LLCANGA-M,Llave magnética para candado CANGA-100
43373,COR-80X,"Candado antipalanca, 80 mm, llave tetra"
43374,JAL-0721,"Jaladera, latón brillante, estilo Moderno, 128 mm"
43375,JAL-0722,"Jaladera, latón brillante, estilo Moderno, 160 mm"
43376,JAL-0723,"Jaladera, latón brillante, estilo Moderno, 224 mm"
43377,JAL-0711,"Jaladera, niquel satinado, estilo Moderno, 128 mm"
43378,JAL-0712,"Jaladera, niquel satinado, estilo Moderno, 160 mm"
43379,JAL-0713,"Jaladera, niquel satinado, estilo Moderno, 224 mm"
43380,CZ-26,"Candado metálico, 26 mm "
43381,CZ-32,"Candado metálico, 32 mm "
43382,CZ-38,"Candado metálico, 38 mm "
43383,CZ-45,"Candado metálico, 45 mm "
43384,CZ-50,"Candado metálico, 50 mm "
43385,CZB-26,"Candado metálico, 26mm, en blister "
43386,CZB-32,"Candado metálico, 32 mm, en blister"
43387,CZB-38,"Candado metálico, 38 mm, en blister"
43388,CZB-45,"Candado metálico, 45 mm, en blister "
43389,CZB-50,"Candado metálico, 50 mm, en blister "
43390,CZ-26L,"Candado metálico, gancho largo, 26 mm "
43391,CZ-32L,"Candado metálico, gancho largo, 32 mm"
43392,CZ-38L,"Candado metálico, gancho largo, 38 mm "
43393,CZ-45L,"Candado métalico, gancho largo, 45 mm"
43394,CZ-50L,"Candado métalico, gancho largo, 50 mm "
43395,CZB-26L,"Candado metálico, gancho largo, 26 mm, en blister"
43396,CZB-32L,"Candado metálico, gancho largo, 32 mm, en blister"
43397,CZB-38L,"Candado metálico, gancho largo, 38 mm, en blister"
43398,CZB-45L,"Candado metálico, gancho largo, 45 mm, en blister"
43399,CZB-50L,"Candado metálico, gancho largo, 50 mm, en blister"
43420,CL-40X,"Candado latón, 40mm, llave tetra"
43421,CL-50X,"Candado latón, 50mm, llave tetra"
43422,CL-60X,"Candado latón, 60mm, llave tetra"
43425,CL-20,"Candado de latón, 20mm, blister 2 pzas"
43426,CL-25,"Candado de latón, 25mm, blister 2 pzas"
43427,CL-30,"Candado de latón, 30mm"
43428,CL-40,"Candado de latón, 40 mm"
43429,CL-45,"Candado de latón, 45mm"
43430,CL-50,"Candado de latón, 50mm"
43435,CL-25L,"Candado de latón, 25mm, gancho largo, blister 2 pzas"
43436,CL-30L,"Candado de latón, 30mm, gancho largo"
43437,CL-40L,"Candado de latón, 40mm, gancho largo"
43438,CL-45L,"Candado de latón, 45mm, gancho largo"
43439,CL-50L,"Candado de latón, 50mm, gancho largo"
43440,CL-30XL,"Candado de latón, 30mm, gancho extra largo"
43441,CL-40XL,"Candado de latón, 40mm, gancho extra largo"
43442,CL-50XL,"Candado de latón, 50mm, gancho extra largo"
43443,CL-40X2,"Candado latón, 40mm, blister con 2 pzas"
43444,CL-40LX2,"Candados latón, largos, 40mm, blister con 2 pzas"
43445,CL-40X4,"Candados de latón, 40mm, blister con 4 pzas"
43450,CEPO-32B,"Cerradura pomo, cromo mate, oval, baño"
43451,CEPO-32E,"Cerradura pomo, cromo mate, oval, entrada"
43452,CEPO-32R,"Cerradura pomo, cromo mate, oval, recamara"
43453,CEPO-22B,"Cerradura pomo, latón antiguo, oval, baño"
43454,CEPO-22E,"Cerradura pomo, latón antiguo, oval, entrada"
43455,CEPO-22R,"Cerradura pomo, latón antiguo, oval, recámara"
43456,CEPO-12B,"Cerradura pomo, latón brillante, oval, baño"
43457,CEPO-12E,"Cerradura pomo, latón brillante, oval, entrada"
43458,CEPO-12R,"Cerradura pomo, latón brillante, oval, recámara"
43462,CEPO-31B,"Cerradura pomo, cromo mate, esfera, baño"
43463,CEPO-31E,"Cerradura pomo, cromo mate, esfera, entrada"
43464,CEPO-31R,"Cerradura pomo, cromo mate, esfera, recámara"
43468,CEPO-21B,"Cerradura pomo, latón antiguo, esfera, baño"
43469,CEPO-21E,"Cerradura pomo, latón antiguo, esfera,entrada"
43470,CEPO-21R,"Cerradura pomo, latón antiguo, esfera, recámara"
43471,CEPO-11B,"Cerradura pomo, latón brillante, esfera, baño"
43472,CEPO-11E,"Cerradura pomo, latón brillante, esfera, entrada"
43473,CEPO-11R,"Cerradura pomo, latón brillante, esfera, recámara"
43482,CS-90D,"Cerradura de sobreponer, doble cerrojo, derecha"
43483,CS-90I,"Cerradura de sobreponer, doble cerrojo, izquierda"
43484,CS-92,"Cerradura de sobreponer, 2 barras"
43488,CS-93,"Cerradura de sobreponer, 3 barras"
43489,CS-95I,"Cerradura de sobreponer para puertas corredizas, izquierda"
43490,CS-95D,"Cerradura de sobreponer para puertas corredizas, derecha"
43492,CS-60D,"Cerradura de sobreponer, perilla, derecha"
43493,CS-65D,"Cerradura de sobreponer, doble cilindro, derecha"
43494,CS-60I,"Cerradura de sobreponer, perilla, izquierda"
43495,CS-65I,"Cerradura de sobreponer, doble cilindro, izquierda"
43499,CB-30,"Cerradura barra fija, cilindro exterior"
43500,CB-35,"Cerradura de barra fija con doble cilindro, con 2llaves trad"
43501,CB-32,"Cerradura doble barra, doble cerrojo"
43505,CB-40D,"Cerradura de barra fija, derecha"
43506,CB-40DB,"Cerradura de barra fija, derecha, blister"
43507,CB-40I,"Cerradura de barra fija, izquierda"
43508,CB-40IB,"Cerradura de barra fija, izquierda, blister"
43509,CB-50D,"Cerradura barra, llave tetra, derecha"
43510,CB-50DB,"Cerradura barra, llave tetra, derecha, blister"
43511,CB-50IB,"Cerradura barra, llave tetra, izquierda, blister"
43512,CB-50I,"Cerradura barra, llave tetra, izquierda"
43516,CB-45D,"Cerradura de barra libre, derecha"
43517,CB-45DB,"Cerradura de barra libre, derecha, blister"
43518,CB-45I,"Cerradura de barra libre, izquierda"
43519,CB-45IB,"Cerradura de barra libre, izquierda, blister"
43528,CS-80D,"Cerradura de sobreponer, clásica, llave tetra,derecha"
43529,CS-80DB,"Cerradura de sobreponer, clásica, tetra, izq, blister"
43530,CS-80I,"Cerradura de sobreponer, clásica, llave tetra,izquierda"
43531,CS-80IB,"Cerradura de sobreponer, clásica, tetra, der, blister"
43535,CV-10,"Cerradura para vitrina, modelo 10"
43557,CM-24C,"Cerradura para mueble, modelo 24, cromo"
43558,CM-21C,"Cerradura para mueble, modelo 21, cromo"
43559,CM-25C,"Cerradura para mueble, modelo 25, cromo"
43560,CM-26C,"Cerradura para mueble, modelo 26, cromo"
43561,CM-20C,"Cerradura para mueble, modelo 20, cromo"
43565,CM-24L,"Cerradura para mueble, modelo 24, latón"
43566,CM-21L,"Cerradura para mueble, modelo 21, latón"
43567,CM-25L,"Cerradura para mueble, modelo 25, latón"
43568,CM-26L,"Cerradura para mueble, modelo 26, latón"
43569,CM-20L,"Cerradura para mueble, modelo 20, latón"
43573,CS-70I,"Cerradura de sobreponer, clásica, izquierda, 2 llaves"
43574,CS-70D,"Cerradura de sobreponer, clásica, derecha"
43575,CS-75I,"Cerradura de sobreponer, clásica, instala-fácil, izquierda"
43576,CS-75D,"Cerradura de sobreponer, clásica, instala-fácil, derecha"
43577,CS-85I,"Cerradura de sobreponer, clásica, instala-fácil, tetra, izq"
43578,CS-85D,"Cerradura de sobreponer, clásica, instala-fácil, tetra, der"
43582,CS-70IB,"Cerradura de sobreponer, clásica, izquierda"
43583,CS-70DB,"Cerradura de sobreponer, clásica, derecha"
43584,CS-75IB,"Cerradura de sobreponer, clásica, instala-fácil, izq,blister"
43585,CS-75DB,"Cerradura de sobreponer, clásica, instala fácil, der,2llaves"
43586,CS-85IB,"Cerradura sobreponer, clásica, fácil, tetra, izq., blister"
43587,CS-85DB,"Cerradura sobreponer, clásica, fácil, tetra, der., blister"
43588,CS-75DC,"Cerradura sobreponer, clásica, instala-fácil, derecha, cromo"
43589,CS-75IC,"Cerradura sobreponer, clásica, instala-fácil, izq., cromo"
43591,CERO-11,"Cerrojo latón brillante, mariposa"
43592,CERO-12,"Cerrojo latón brillante, doble cilindro"
43596,CERO-21,"Cerrojo latón antiguo, mariposa"
43597,CERO-22,"Cerrojo latón antiguo, doble cilindro"
43601,CERO-31,"Cerrojo cromo mate, mariposa"
43602,CERO-32,"Cerrojo cromo mate, doble cilindro"
43606,CIPU,Cierrapuertas hidráulico color aluminio
43607,CIPU-H,Cierra puertas hidráulico color humo
43608,CIPU-B,Cierra puertas hidráulico color blanco
43609,JAL-0112,"Jaladera, niquel satinado, estilo Contempo, 128 mm"
43610,JAL-0122,"Jaladera, latón brillante, estilo Contempo, 128 mm"
43619,JAL-1211,"Jaladera, niquel satinado, estilo Elipse, 64 mm"
43620,JAL-1212,"Jaladera, niquel satinado, estilo Elipse, 96 mm"
43621,JAL-1213,"Jaladera, niquel satinado, estilo Elipse, 128 mm"
43622,JAL-1221,"Jaladera, latón brillante, estilo Dominó, 64 mm"
43623,JAL-1222,"Jaladera, latón brillante, estilo Dominó, 96 mm"
43624,JAL-1223,"Jaladera, latón brillante, estilo Dominó, 128 mm"
43641,FIPU-1,Fija puerta acabado de latón
43642,FIPU-3,Fija puerta acabado de cromo
43645,GAPU-1,Gancho para puerta de latón
43646,GAPU-3,Gancho para puerta de cromo
43650,MADE-1,Manija decorativa de latón brillante
43651,MADE-2,Manija decorativa de latón antiguo
43653,CEMA-3B,"Cerradura manija, cilindro latón, cromo mate, baño"
43654,CEMA-3R,"Cerradura manija, cilindro latón, cromo mate, recámara"
43658,CEMA-1B,"Cerradura manija, cilindro latón, latón brillante, baño"
43659,CEMA-1R,"Cerradura manija, cilindro latón, latón brillante, recámara"
43660,CEMA-2B,"Cerradura manija, cilindro latón, latón antiguo, baño"
43661,CEMA-2R,"Cerradura manija, cilindro latón, latón antiguo, recámara"
